,host_id,price,room_type,bedrooms,beds,bathrooms,bed_type
839,1464510,99,Entire home/apt,1.0,2.0,1.0,Real Bed
840,1464510,109,Entire home/apt,1.0,1.0,1.0,Real Bed
841,1464510,89,Entire home/apt,1.0,2.0,1.0,Real Bed
842,1464510,119,Entire home/apt,1.0,1.0,1.0,Real Bed
843,1464510,119,Entire home/apt,1.0,2.0,1.0,Real Bed
844,1464510,119,Entire home/apt,1.0,2.0,1.0,Real Bed
845,1464510,129,Entire home/apt,1.0,2.0,1.0,Real Bed
846,1464510,119,Entire home/apt,1.0,2.0,1.0,Real Bed
847,1464510,129,Entire home/apt,2.0,1.0,1.0,Real Bed
848,1464510,99,Entire home/apt,1.0,2.0,1.0,Real Bed
849,1464510,109,Entire home/apt,1.0,1.0,1.0,Real Bed
850,1464510,109,Entire home/apt,1.0,1.0,1.0,Real Bed
851,1464510,119,Entire home/apt,1.0,1.0,1.0,Real Bed
852,1464510,129,Entire home/apt,1.0,1.0,1.5,Real Bed
853,1464510,149,Entire home/apt,1.0,1.0,1.0,Real Bed
854,1464969,80,Private room,1.0,1.0,1.0,Real Bed
855,1467056,249,Entire home/apt,2.0,2.0,1.0,Real Bed
856,1477075,250,Entire home/apt,2.0,6.0,2.0,Real Bed
857,1477248,200,Entire home/apt,2.0,4.0,1.0,Real Bed
858,1477248,200,Entire home/apt,2.0,4.0,1.0,Real Bed
859,1477248,210,Entire home/apt,2.0,4.0,1.0,Real Bed
860,1477248,200,Entire home/apt,2.0,1.0,1.0,Real Bed
861,1477248,180,Entire home/apt,2.0,4.0,1.0,Real Bed
862,1477248,210,Entire home/apt,2.0,2.0,2.0,Real Bed
863,1477248,130,Entire home/apt,2.0,4.0,1.0,Real Bed
864,1477248,160,Entire home/apt,2.0,2.0,1.0,Real Bed
865,1477248,200,Entire home/apt,2.0,4.0,1.0,Real Bed
866,1477248,180,Entire home/apt,2.0,3.0,2.0,Real Bed
867,1477248,100,Entire home/apt,1.0,1.0,1.0,Real Bed
868,1480817,109,Private room,1.0,1.0,1.0,Real Bed
869,1480817,109,Private room,1.0,1.0,1.0,Real Bed
870,1485821,200,Entire home/apt,1.0,1.0,1.0,Real Bed
871,1486411,250,Entire home/apt,2.0,2.0,2.0,Real Bed
872,1486411,100,Entire home/apt,2.0,2.0,1.0,Real Bed
873,1486411,90,Entire home/apt,2.0,2.0,1.0,Real Bed
874,1486411,80,Entire home/apt,2.0,2.0,1.0,Real Bed
875,1486411,85,Entire home/apt,1.0,2.0,1.0,Real Bed
876,1486411,170,Entire home/apt,1.0,1.0,1.0,Real Bed
877,1486411,90,Entire home/apt,1.0,2.0,1.0,Real Bed
878,1491222,75,Entire home/apt,1.0,4.0,0.5,Pull-out Sofa
879,1491426,165,Entire home/apt,3.0,3.0,1.0,Real Bed
880,1491565,108,Private room,1.0,1.0,1.0,Real Bed
881,1491565,108,Private room,1.0,1.0,1.0,Real Bed
882,1493604,75,Private room,1.0,1.0,1.0,Real Bed
883,1495967,85,Entire home/apt,1.0,1.0,1.0,Real Bed
884,1499996,115,Entire home/apt,1.0,1.0,1.0,Real Bed
885,1500608,50,Private room,1.0,1.0,1.0,Real Bed
886,1500608,40,Private room,1.0,1.0,1.0,Real Bed
887,1501059,110,Entire home/apt,2.0,2.0,1.0,Real Bed
888,1501422,30,Private room,1.0,3.0,1.0,Real Bed
889,1501819,90,Entire home/apt,1.0,1.0,1.0,Pull-out Sofa
890,1503351,150,Private room,1.0,1.0,1.0,Real Bed
891,1503659,70,Entire home/apt,1.0,2.0,1.0,Real Bed
892,1504247,79,Entire home/apt,2.0,2.0,1.0,Real Bed
893,1504489,59,Private room,1.0,2.0,0.5,Real Bed
894,1510035,120,Entire home/apt,0.0,1.0,1.0,Real Bed
895,1511330,70,Private room,1.0,1.0,,Real Bed
896,1521088,55,Private room,1.0,1.0,1.0,Real Bed
897,1526936,100,Entire home/apt,1.0,1.0,1.0,Real Bed
898,1527931,325,Entire home/apt,2.0,2.0,1.0,Real Bed
899,1527931,72,Private room,1.0,1.0,1.0,Real Bed
900,1528413,100,Entire home/apt,2.0,2.0,1.0,Real Bed
901,1532319,123,Entire home/apt,1.0,1.0,1.0,Real Bed
902,1534108,170,Entire home/apt,1.0,2.0,1.0,Real Bed
903,1535536,120,Entire home/apt,1.0,1.0,1.0,Real Bed
904,1535536,120,Entire home/apt,1.0,1.0,1.0,Real Bed
905,1535537,90,Entire home/apt,1.0,2.0,1.0,Real Bed
906,1541652,85,Private room,1.0,1.0,,Real Bed
907,1541652,100,Entire home/apt,1.0,1.0,1.0,Real Bed
908,1542832,67,Entire home/apt,1.0,2.0,1.0,Real Bed
909,1544456,250,Entire home/apt,2.0,5.0,1.0,Real Bed
910,1545992,35,Private room,1.0,1.0,0.0,Real Bed
911,1545992,45,Private room,1.0,1.0,,Real Bed
912,1550321,125,Entire home/apt,1.0,2.0,1.0,Real Bed
913,1552059,115,Entire home/apt,2.0,4.0,1.0,Real Bed
914,1552059,45,Entire home/apt,1.0,1.0,1.0,Real Bed
915,1553942,299,Entire home/apt,2.0,3.0,1.0,Real Bed
916,1557835,160,Entire home/apt,1.0,1.0,1.0,Real Bed
917,1557835,150,Entire home/apt,1.0,1.0,1.0,Real Bed
918,1558220,90,Entire home/apt,1.0,1.0,1.0,Real Bed
919,1565512,200,Entire home/apt,1.0,1.0,1.0,Real Bed
920,1570754,85,Private room,1.0,2.0,1.5,Real Bed
921,1573009,139,Entire home/apt,1.0,4.0,1.0,Real Bed
922,1573012,180,Entire home/apt,1.0,1.0,1.0,Real Bed
923,1573311,200,Entire home/apt,2.0,1.0,1.0,Real Bed
924,1579240,175,Entire home/apt,1.0,1.0,1.0,Real Bed
925,1582009,140,Entire home/apt,2.0,2.0,1.5,Real Bed
926,1582128,300,Entire home/apt,10.0,16.0,2.0,Real Bed
927,1582128,400,Entire home/apt,10.0,16.0,2.0,Real Bed
928,1582527,90,Entire home/apt,1.0,1.0,1.0,Real Bed
929,1584803,180,Entire home/apt,2.0,3.0,2.0,Real Bed
930,1585659,182,Entire home/apt,2.0,2.0,2.0,Real Bed
931,1585659,75,Private room,1.0,1.0,1.0,Real Bed
932,1589656,300,Entire home/apt,2.0,4.0,1.0,Real Bed
933,1589656,250,Entire home/apt,2.0,1.0,,Real Bed
934,1589656,120,Entire home/apt,1.0,1.0,1.0,Real Bed
935,1594307,125,Entire home/apt,1.0,4.0,1.0,Real Bed
936,1598282,80,Entire home/apt,1.0,1.0,1.0,Real Bed
937,1602200,109,Entire home/apt,1.0,1.0,1.0,Real Bed
938,1602995,140,Entire home/apt,1.0,1.0,1.0,Real Bed
939,1606566,69,Entire home/apt,1.0,2.0,1.0,Real Bed
940,1609969,180,Entire home/apt,1.0,1.0,1.0,Real Bed
941,1610324,125,Entire home/apt,1.0,1.0,1.0,Real Bed
942,1612893,65,Entire home/apt,1.0,1.0,1.0,Real Bed
943,1613017,140,Entire home/apt,1.0,1.0,1.0,Real Bed
944,1613517,300,Entire home/apt,3.0,4.0,2.0,Real Bed
945,1613938,90,Entire home/apt,2.0,2.0,1.0,Real Bed
946,1617692,89,Entire home/apt,1.0,1.0,1.0,Real Bed
947,1618520,140,Entire home/apt,2.0,4.0,1.0,Real Bed
948,1623003,95,Entire home/apt,1.0,2.0,1.0,Real Bed
949,1626196,145,Entire home/apt,1.0,1.0,1.0,Real Bed
950,1627385,55,Private room,1.0,1.0,1.0,Real Bed
951,1627385,55,Private room,1.0,1.0,1.0,Real Bed
952,1631884,146,Entire home/apt,1.0,2.0,1.0,Real Bed
953,1636433,50,Entire home/apt,1.0,1.0,1.0,Real Bed
954,1636651,180,Entire home/apt,1.0,1.0,1.0,Real Bed
955,1641710,60,Private room,1.0,1.0,1.0,Real Bed
956,1642815,88,Entire home/apt,2.0,2.0,1.0,Real Bed
957,1642884,119,Entire home/apt,1.0,1.0,1.0,Real Bed
958,1643502,140,Entire home/apt,3.0,4.0,1.0,Real Bed
959,1645998,275,Entire home/apt,3.0,5.0,1.0,Real Bed
960,1646176,170,Entire home/apt,2.0,1.0,,Real Bed
961,1651933,119,Entire home/apt,1.0,1.0,1.0,Real Bed
962,1655957,110,Entire home/apt,1.0,1.0,1.0,Real Bed
963,1657095,99,Entire home/apt,1.0,1.0,1.0,Real Bed
964,1657165,230,Entire home/apt,2.0,3.0,1.0,Real Bed
965,1657181,130,Entire home/apt,1.0,1.0,1.0,Real Bed
966,1657577,119,Entire home/apt,1.0,1.0,1.0,Real Bed
967,1657769,90,Entire home/apt,1.0,1.0,1.0,Real Bed
968,1663384,245,Entire home/apt,2.0,2.0,1.0,Real Bed
969,1664548,125,Entire home/apt,2.0,2.0,1.0,Real Bed
970,1664548,70,Private room,1.0,1.0,1.0,Real Bed
971,1664743,70,Private room,1.0,1.0,,Real Bed
972,1668421,75,Private room,1.0,1.0,1.0,Real Bed
973,1669173,95,Entire home/apt,1.0,1.0,1.0,Real Bed
974,1669600,95,Entire home/apt,2.0,2.0,1.0,Real Bed
975,1672475,95,Private room,1.0,2.0,1.0,Real Bed
976,1672823,150,Entire home/apt,2.0,6.0,1.0,Real Bed
977,1672823,141,Entire home/apt,1.0,4.0,2.0,Real Bed
978,1678490,99,Entire home/apt,1.0,1.0,1.0,Real Bed
979,1682737,49,Entire home/apt,1.0,1.0,1.5,Real Bed
980,1683449,125,Entire home/apt,3.0,4.0,1.5,Real Bed
981,1685408,160,Entire home/apt,1.0,1.0,1.0,Real Bed
982,1687684,130,Entire home/apt,1.0,2.0,1.0,Real Bed
983,1687719,120,Entire home/apt,2.0,2.0,1.0,Real Bed
984,1696020,130,Entire home/apt,1.0,1.0,1.0,Real Bed
985,1704036,79,Entire home/apt,1.0,2.0,1.0,Real Bed
986,1706915,150,Entire home/apt,2.0,2.0,1.0,Real Bed
987,1713722,110,Entire home/apt,2.0,2.0,1.0,Real Bed
988,1719589,40,Entire home/apt,1.0,1.0,1.0,Airbed
989,1719589,90,Entire home/apt,1.0,1.0,1.0,Real Bed
990,1720569,199,Entire home/apt,2.0,2.0,1.0,Real Bed
991,1720569,150,Entire home/apt,1.0,1.0,1.0,Real Bed
992,1721870,125,Entire home/apt,1.0,1.0,1.0,Real Bed
993,1721961,79,Entire home/apt,2.0,2.0,1.0,Real Bed
994,1725335,79,Private room,1.0,1.0,1.0,Real Bed
995,1725335,79,Private room,1.0,1.0,1.0,Real Bed
996,1725378,80,Entire home/apt,1.0,1.0,1.0,Real Bed
997,1730202,125,Entire home/apt,1.0,1.0,1.0,Real Bed
998,1735267,100,Entire home/apt,1.0,2.0,1.0,Real Bed
999,1738291,200,Entire home/apt,3.0,6.0,2.0,Real Bed
